gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,MonthlyChargeGroup,ChargesRatio,ServiceCount,IsLongTermCustomer,IsAutoPay,HasInternet
Male,1,1,0,58,0,0,DSL,0,1,1,0,0,1,Month-to-month,1,Electronic check,45.3,2651.2,1,49-60,Medium,57.26133909287257,3,1,0,1
Female,0,1,1,16,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,20.4,321.4,0,13-24,Low,15.018691588785046,1,0,0,0
Male,0,1,0,43,1,0,Fiber optic,1,0,1,1,0,0,One year,1,Bank transfer (automatic),84.25,3539.25,0,25-48,High,41.516129032258064,4,1,1,1
Female,0,1,0,2,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,104.4,242.8,1,0-12,Very High,2.3036053130929792,6,0,0,1
Male,0,1,0,14,1,0,DSL,0,1,1,1,1,1,Two year,0,Mailed check,81.95,1181.75,0,13-24,High,14.24653405666064,6,0,0,1
Female,0,1,0,53,1,0,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),94.85,5000.2,1,49-60,High,52.16692749087115,4,1,1,1
Female,0,0,0,32,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.55,654.55,0,25-48,Low,30.373549883990716,1,1,1,0
Female,0,1,0,34,1,1,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,24.7,780.2,0,25-48,Low,30.3579766536965,2,1,0,0
Female,1,0,0,15,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,74.45,1145.7,1,13-24,High,15.184890656063619,2,0,0,1
Female,1,0,0,7,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),76.45,503.6,1,0-12,High,6.502259522272434,2,0,1,1
Female,0,1,1,15,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),105.35,1559.25,0,13-24,Very High,14.661495063469676,6,0,1,1
Male,0,1,0,61,1,0,No,0,0,0,0,0,0,One year,1,Credit card (automatic),20.55,1252.0,0,61-72,Low,58.09744779582366,1,1,1,0
Female,0,0,0,1,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),29.95,29.95,1,0-12,Low,0.9676898222940226,1,0,1,1
Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.3,45.3,0,0-12,Medium,0.978401727861771,1,0,0,1
Male,0,0,0,8,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),84.5,662.65,1,0-12,High,7.750292397660818,3,0,1,1
Male,0,1,1,33,1,0,DSL,1,0,1,0,1,1,One year,0,Credit card (automatic),74.75,2453.3,0,25-48,High,32.38679867986799,5,1,1,1
Female,0,0,0,13,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,79.25,1111.65,1,13-24,High,13.852336448598132,3,0,0,1
Female,0,1,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.8,24.8,1,0-12,Low,0.9612403100775194,0,0,0,1
Male,0,0,0,20,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,51.8,1023.85,0,13-24,Medium,19.391098484848488,2,0,0,1
Male,0,0,0,3,0,0,DSL,0,0,0,1,0,0,Month-to-month,0,Electronic check,30.4,82.15,0,0-12,Low,2.6162420382165608,1,0,0,1
Female,0,0,0,13,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,19.65,244.8,0,13-24,Low,11.854721549636805,1,0,0,0
Female,0,1,0,40,1,1,DSL,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),56.6,2379.1,0,25-48,Medium,41.30381944444444,3,1,1,1
Male,0,1,1,43,1,1,DSL,1,0,0,1,0,1,One year,1,Credit card (automatic),71.9,3173.35,0,25-48,High,43.53017832647462,5,1,1,1
Male,0,1,0,6,1,0,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,91.0,531.0,1,0-12,High,5.771739130434782,4,0,0,1
Female,0,1,1,69,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.75,1375.4,0,61-72,Low,66.28433734939759,1,1,1,0
Female,0,1,1,72,1,1,Fiber optic,1,1,1,0,1,1,Two year,0,Credit card (automatic),109.7,8129.3,0,61-72,Very High,73.43541102077687,7,1,1,1
Male,0,1,1,59,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.3,1192.7,0,49-60,Low,58.75369458128079,1,1,1,0
Female,0,1,0,20,1,0,Fiber optic,1,1,0,1,1,0,Month-to-month,1,Electronic check,96.55,1901.65,0,13-24,High,19.494105586878526,5,0,0,1
Male,0,1,1,24,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),24.1,587.4,0,13-24,Low,23.40239043824701,2,1,1,0
Male,0,0,0,59,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,111.35,6519.75,0,49-60,Very High,58.03070761014686,7,1,0,1
Male,0,1,1,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),112.25,8041.65,0,61-72,Very High,71.00794701986754,7,1,1,1
Male,0,0,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.75,20.75,0,0-12,Low,0.9540229885057471,1,0,0,0
Female,0,1,0,27,1,0,Fiber optic,1,0,0,1,1,1,One year,1,Credit card (automatic),101.9,2681.15,0,25-48,Very High,26.055879494655006,5,1,1,1
Female,0,0,0,14,1,0,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Credit card (automatic),80.05,1112.3,0,13-24,High,13.723627390499692,3,0,1,1
Male,0,1,1,71,1,1,Fiber optic,1,0,1,0,1,1,Two year,0,Electronic check,105.55,7405.5,0,61-72,Very High,69.50258094791178,6,1,0,1
Male,0,0,1,13,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),78.3,1033.95,0,13-24,High,13.03846153846154,2,0,1,1
Male,0,0,0,44,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),68.85,2958.95,0,25-48,Medium,42.36148890479599,1,1,1,1
Female,0,0,0,33,1,0,Fiber optic,0,1,0,1,0,0,One year,1,Bank transfer (automatic),79.95,2684.85,0,25-48,High,33.16676961087091,3,1,1,1
Male,0,1,1,72,0,0,DSL,1,1,1,1,0,1,Two year,1,Credit card (automatic),55.45,4179.2,0,61-72,Medium,74.03365810451726,5,1,1,1
Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,79.9,79.9,1,0-12,High,0.9876390605686032,2,0,0,1
Female,0,0,0,19,1,0,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Electronic check,106.6,1934.45,1,13-24,Very High,17.97815985130112,6,0,0,1
Male,0,1,0,64,1,0,Fiber optic,0,1,1,1,1,1,One year,1,Credit card (automatic),102.45,6654.1,0,61-72,Very High,64.32189463508942,6,1,1,1
Male,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),46.0,84.5,1,0-12,Medium,1.797872340425532,1,0,1,1
Female,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.25,25.25,0,0-12,Low,0.9619047619047619,0,0,0,1
Male,0,0,1,61,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.75,1124.2,0,61-72,Low,54.17831325301205,1,1,0,0
Female,0,1,1,29,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,20.0,540.05,0,25-48,Low,25.716666666666665,1,1,0,0
Male,1,1,0,23,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,86.8,1975.85,0,13-24,High,22.50398633257403,3,0,0,1
Female,0,1,0,57,0,0,DSL,1,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),58.75,3437.45,0,49-60,Medium,57.53054393305439,5,1,1,1
Male,0,1,1,72,0,0,DSL,1,1,1,1,0,0,Two year,0,Credit card (automatic),45.25,3139.8,0,61-72,Medium,67.88756756756757,4,1,1,1
Male,0,1,0,66,0,0,DSL,1,1,1,1,1,0,Two year,1,Bank transfer (automatic),56.6,3789.2,0,61-72,Medium,65.78472222222221,5,1,1,1
Male,0,1,1,65,1,1,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),84.2,5324.5,0,61-72,High,62.49413145539906,7,1,1,1
Female,0,0,0,8,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),80.0,624.6,0,0-12,High,7.711111111111111,2,0,1,1
Female,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.15,268.35,1,0-12,High,3.7716092761770907,1,0,0,1
Female,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.75,1836.9,0,61-72,Low,71.33592233009709,2,1,1,0
Male,0,1,1,1,1,0,No,0,0,0,0,0,0,One year,1,Electronic check,20.2,20.2,0,0-12,Low,0.9528301886792453,1,0,0,0
Male,0,1,0,4,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Mailed check,50.05,179.35,1,0-12,Medium,3.5132223310479924,2,0,0,1
Female,0,0,0,12,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.35,219.35,0,0-12,Low,10.778869778869778,1,0,1,0
Male,0,0,0,24,0,0,DSL,1,0,0,0,1,1,One year,1,Mailed check,50.6,1288.75,0,13-24,Medium,24.975775193798448,3,1,0,1
Female,0,1,1,31,1,0,DSL,1,0,1,1,1,1,One year,1,Mailed check,81.15,2545.75,0,25-48,High,30.989044430919048,6,1,0,1
Female,0,1,0,1,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Mailed check,55.2,55.2,1,0-12,Medium,0.9822064056939501,2,0,0,1
Male,0,0,0,30,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Credit card (automatic),89.9,2723.15,0,25-48,High,29.95764576457646,4,1,1,1
Female,0,1,1,47,1,1,DSL,1,1,0,1,1,1,Two year,1,Credit card (automatic),85.3,4107.25,0,25-48,High,47.592699884125146,7,1,1,1
Male,0,0,0,54,1,1,Fiber optic,1,1,0,1,1,1,Two year,1,Credit card (automatic),108.0,5760.65,0,49-60,Very High,52.849999999999994,7,1,1,1
Male,0,0,0,50,1,0,Fiber optic,1,1,0,1,0,1,Month-to-month,1,Credit card (automatic),93.5,4747.5,0,49-60,High,50.23809523809524,5,1,1,1
Male,0,0,0,1,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Mailed check,84.6,84.6,1,0-12,High,0.9883177570093458,3,0,0,1
Female,0,0,0,72,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.25,1566.9,0,61-72,Low,73.73647058823529,1,1,1,0
Female,0,0,0,29,1,1,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.15,702.0,0,25-48,Low,26.845124282982795,2,1,0,0
Male,0,0,0,2,1,1,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,54.4,114.1,1,0-12,Medium,2.05956678700361,3,0,0,1
Female,0,0,0,10,0,0,DSL,0,0,0,1,0,0,Two year,1,Mailed check,29.6,299.05,0,0-12,Low,9.772875816993464,1,0,0,1
Male,0,1,0,18,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.15,1305.95,0,13-24,High,17.61227242076871,2,0,0,1
Female,1,0,0,11,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,95.0,1120.3,1,0-12,High,11.669791666666667,4,0,0,1
Male,0,0,0,16,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.75,284.35,0,13-24,Low,13.703614457831327,1,0,0,0
Female,0,0,0,72,1,1,DSL,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),86.6,6350.5,0,61-72,High,72.49429223744292,7,1,1,1
Male,0,0,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,0,Bank transfer (automatic),109.2,7878.3,0,61-72,Very High,71.49092558983666,7,1,1,1
Female,0,1,1,41,1,0,DSL,1,0,0,1,1,1,One year,1,Credit card (automatic),74.7,3187.65,0,25-48,High,42.10898282694848,5,1,1,1
Female,1,1,0,65,1,0,Fiber optic,1,1,1,0,0,1,Month-to-month,0,Electronic check,94.4,6126.15,0,61-72,High,64.21540880503144,5,1,0,1
Female,1,0,0,13,1,0,DSL,0,1,1,0,0,0,Month-to-month,1,Electronic check,54.8,731.3,0,13-24,Medium,13.105734767025089,3,0,0,1
Male,1,0,0,4,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Electronic check,75.35,273.4,0,0-12,High,3.5808775376555335,2,0,0,1
Male,0,0,0,41,1,1,DSL,0,0,1,0,0,1,One year,0,Mailed check,65.0,2531.8,0,25-48,Medium,38.36060606060607,4,1,0,1
Male,1,0,0,15,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.4,1074.3,1,13-24,High,14.248010610079573,2,0,0,1
Male,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,48.55,48.55,1,0-12,Medium,0.9798183652875883,2,0,0,1
Male,0,0,0,42,1,1,Fiber optic,1,1,1,0,0,1,One year,1,Electronic check,99.0,4298.45,0,25-48,High,42.9845,6,1,0,1
Female,0,1,0,51,1,0,Fiber optic,1,1,1,0,1,0,One year,1,Electronic check,93.5,4619.55,0,49-60,High,48.884126984126986,5,1,0,1
Female,0,1,1,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.4,147.15,1,0-12,High,2.060924369747899,1,0,0,1
Male,1,1,0,1,0,0,DSL,0,1,0,0,1,0,Month-to-month,0,Electronic check,40.2,40.2,1,0-12,Medium,0.9757281553398058,2,0,0,1
Male,0,0,1,32,1,1,DSL,0,1,1,1,1,1,One year,0,Credit card (automatic),83.7,2633.3,0,25-48,High,31.089728453364817,7,1,1,1
Male,0,0,0,10,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.85,193.05,0,0-12,Low,9.258992805755396,1,0,0,0
Female,0,1,1,67,0,0,DSL,0,1,1,1,1,1,Two year,1,Electronic check,59.55,4103.9,0,61-72,Medium,67.77704376548307,5,1,0,1
Female,0,1,1,61,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),115.1,7008.15,0,61-72,Very High,60.36304909560724,8,1,1,1
Male,0,0,0,50,1,1,Fiber optic,1,1,1,1,1,1,One year,0,Credit card (automatic),114.35,5791.1,0,49-60,Very High,50.204594711746864,8,1,1,1
Female,0,1,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.6,80.55,1,0-12,Medium,1.7664473684210524,1,0,1,1
Female,1,1,0,29,0,0,DSL,1,0,1,0,0,1,Month-to-month,1,Electronic check,45.0,1228.65,0,25-48,Medium,26.709782608695654,3,1,0,1
Male,1,0,0,3,0,0,DSL,0,0,1,0,0,1,Month-to-month,1,Electronic check,41.15,132.2,1,0-12,Medium,3.1364175563463816,2,0,0,1
Male,1,0,0,13,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.9,1364.3,1,13-24,Very High,12.644114921223354,6,0,0,1
Male,1,1,0,57,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,89.85,4925.35,0,49-60,High,54.21408915795268,4,1,0,1
Female,0,0,0,31,0,0,DSL,1,1,0,1,0,1,Two year,1,Bank transfer (automatic),49.85,1520.1,0,25-48,Medium,29.89380530973451,4,1,1,1
Female,0,1,0,45,1,1,Fiber optic,1,1,1,1,1,1,One year,0,Mailed check,113.3,5032.25,0,25-48,Very High,44.02668416447944,8,1,0,1
Female,0,1,1,61,1,1,DSL,1,1,1,1,1,1,Two year,0,Mailed check,88.1,5526.75,0,61-72,High,62.02861952861953,8,1,0,1
Male,0,0,0,50,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.9,1195.25,0,49-60,Low,46.14864864864865,2,1,1,0
Female,1,0,0,19,1,0,Fiber optic,1,1,0,1,1,1,Month-to-month,1,Mailed check,105.0,2007.25,0,13-24,Very High,18.93632075471698,6,0,0,1
Male,0,0,0,59,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.35,1099.6,1,49-60,Low,54.03439803439802,1,1,0,0
Female,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),24.25,1732.95,0,61-72,Low,68.63168316831684,2,1,1,0
Female,1,0,0,16,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,94.45,1511.2,1,13-24,High,15.832372970141435,4,0,0,1
Male,0,1,0,57,1,0,DSL,1,1,0,1,0,0,Two year,1,Electronic check,59.75,3450.15,0,49-60,Medium,56.79259259259259,4,1,0,1
Male,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),24.8,24.8,1,0-12,Low,0.9612403100775194,0,0,1,1
Male,1,1,0,20,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,0,Electronic check,107.05,2172.05,0,13-24,Very High,20.102267468764463,6,0,0,1
Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,70.6,70.6,1,0-12,High,0.9860335195530726,1,0,0,1
Male,0,1,0,5,1,1,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Electronic check,85.4,401.1,1,0-12,High,4.642361111111111,4,0,0,1
Female,0,1,0,52,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.05,5624.85,1,49-60,Very High,53.03960396039604,6,1,0,1
Male,1,1,0,21,1,0,DSL,1,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),64.95,1339.8,0,13-24,Medium,20.315390447308566,4,0,1,1
Male,0,0,0,14,0,0,DSL,0,0,1,1,1,1,Month-to-month,1,Electronic check,55.0,771.95,0,13-24,Medium,13.78482142857143,4,0,0,1
Female,0,0,0,5,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),50.55,244.75,0,0-12,Medium,4.747817652764307,2,0,1,1
Female,0,0,0,6,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Mailed check,55.15,322.9,0,0-12,Medium,5.7506678539626,3,0,0,1
Female,0,0,0,10,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,51.2,498.25,0,0-12,Medium,9.545019157088122,2,0,0,1
Female,0,0,1,1,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.4,25.4,0,0-12,Low,0.9621212121212122,2,0,0,0
Female,0,0,0,68,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,54.45,3687.75,0,61-72,Medium,66.5058611361587,3,1,0,1
Male,0,1,1,18,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Mailed check,95.15,1779.95,1,13-24,High,18.51222048881955,4,0,0,1
Female,0,0,0,22,1,1,Fiber optic,0,0,0,0,0,0,One year,1,Credit card (automatic),76.0,1783.6,0,13-24,High,23.163636363636364,2,0,1,1
Female,0,0,0,20,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.35,927.15,0,13-24,Medium,20.444321940463063,1,0,0,1
Male,0,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.0,70.0,1,0-12,Medium,0.9859154929577465,1,0,0,1
Male,1,0,0,8,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.5,606.55,1,0-12,High,8.033774834437086,2,0,0,1
Male,0,0,0,10,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.85,435.4,1,0-12,Medium,9.496183206106869,1,0,1,1
Male,1,0,0,24,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.1,1712.7,1,13-24,High,22.21400778210117,2,1,0,1
Male,0,0,0,35,1,0,DSL,1,1,1,0,0,0,One year,0,Mailed check,61.2,2021.2,0,25-48,Medium,32.4951768488746,4,1,0,1
Male,0,1,1,23,1,0,Fiber optic,0,1,1,1,0,0,One year,0,Mailed check,86.8,1940.8,0,13-24,High,22.10478359908884,4,0,0,1
Female,1,0,0,6,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.35,567.8,0,0-12,High,6.284449363586054,3,0,0,1
Female,0,0,0,12,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.7,220.35,0,0-12,Low,10.644927536231885,1,0,0,0
Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.25,20.25,0,0-12,Low,0.9529411764705882,1,0,0,0
Female,0,1,1,71,1,0,Fiber optic,0,0,1,0,0,0,Two year,0,Electronic check,76.05,5436.45,0,61-72,High,70.55743024010383,2,1,0,1
Male,1,1,0,35,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.8,3437.5,0,25-48,Very High,33.7671905697446,5,1,0,1
Male,0,1,1,40,1,1,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,74.55,3015.75,0,25-48,High,39.91727332892125,5,1,0,1
Female,0,0,1,1,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Mailed check,73.6,73.6,1,0-12,High,0.9865951742627346,2,0,0,1
Male,0,0,0,23,1,0,DSL,0,0,0,0,1,1,One year,1,Bank transfer (automatic),64.9,1509.8,0,13-24,Medium,22.91047040971168,3,0,1,1
Female,1,0,0,4,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.45,396.1,1,0-12,High,4.106791083462935,4,0,0,1
Male,0,0,0,4,1,0,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Electronic check,90.4,356.65,0,0-12,High,3.9020787746170673,4,0,0,1
Female,0,1,1,68,0,0,DSL,0,1,1,1,1,1,Two year,0,Credit card (automatic),60.3,4109.0,0,61-72,Medium,67.03099510603589,5,1,1,1
Male,0,0,1,38,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,81.85,3141.7,0,25-48,High,37.92033796016898,3,1,0,1
Male,0,1,1,52,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,24.8,1229.1,0,49-60,Low,47.63953488372093,2,1,0,0
Male,1,1,0,32,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.9,2303.35,1,25-48,High,30.34716732542819,2,1,0,1
Male,0,1,1,29,1,0,DSL,0,0,1,1,1,1,Two year,0,Mailed check,75.55,2054.4,0,25-48,High,26.837361201828873,5,1,0,1
Male,1,1,1,38,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Electronic check,101.15,3741.85,0,25-48,Very High,36.63093489965736,5,1,0,1
Male,0,0,1,48,1,1,DSL,1,0,1,0,1,1,One year,1,Credit card (automatic),78.75,3682.45,0,25-48,High,46.17492163009404,6,1,1,1
Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),19.25,19.25,0,0-12,Low,0.9506172839506173,1,0,1,0
Female,0,0,0,22,1,0,Fiber optic,1,0,0,1,0,1,Month-to-month,1,Electronic check,89.05,1886.25,0,13-24,High,20.94669627984453,4,0,0,1
Female,0,0,0,43,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),115.05,4895.1,0,25-48,Very High,42.18095648427403,8,1,1,1
Female,1,1,0,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.35,341.6,0,0-12,Medium,4.855721393034827,1,0,0,1
Male,0,0,0,5,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.6,415.55,1,0-12,High,5.092524509803922,2,0,0,1
Male,0,1,1,51,1,1,Fiber optic,1,1,0,1,1,1,One year,0,Credit card (automatic),110.05,5686.4,0,49-60,Very High,51.205763169743356,7,1,1,1
Male,0,0,0,71,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.9,1355.1,0,61-72,Low,64.83732057416267,1,1,1,0
Female,0,1,1,38,1,0,DSL,1,1,0,1,1,1,One year,0,Credit card (automatic),80.3,3058.65,1,25-48,High,37.62177121771218,6,1,1,1
Male,1,1,0,24,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,93.15,2231.05,1,13-24,High,23.69676048858205,4,1,0,1
Male,0,1,0,35,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Credit card (automatic),91.5,3236.35,0,25-48,High,34.98756756756757,4,1,1,1
Female,1,0,0,54,1,1,DSL,1,1,0,1,1,1,One year,0,Bank transfer (automatic),82.45,4350.1,1,49-60,High,52.12822049131216,7,1,1,1
Female,0,1,1,72,0,0,DSL,0,1,1,1,1,1,Two year,1,Electronic check,60.0,4264.0,0,61-72,Medium,69.90163934426229,5,1,0,1
Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.8,44.8,0,0-12,Medium,0.9781659388646288,1,0,0,1
Female,0,1,1,9,1,0,DSL,1,0,0,0,0,0,One year,0,Mailed check,48.6,422.3,0,0-12,Medium,8.514112903225806,2,0,0,1
Male,0,0,0,69,0,0,DSL,1,1,0,1,1,1,Two year,1,Bank transfer (automatic),60.05,4176.7,0,61-72,Medium,68.41441441441441,5,1,1,1
Female,0,1,0,52,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Credit card (automatic),102.7,5138.1,0,49-60,Very High,49.54773384763742,6,1,1,1
Female,1,1,0,11,1,0,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,82.9,880.05,0,0-12,High,10.489272943980929,3,0,0,1
Female,1,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.35,139.05,1,0-12,High,1.9488437281009112,1,0,0,1
Female,1,1,1,28,0,0,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,35.9,973.65,0,25-48,Medium,26.38617886178862,1,1,0,1
Female,1,0,0,17,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),82.65,1470.05,0,13-24,High,17.573819485953376,3,0,1,1
Female,0,1,1,35,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.85,739.35,0,25-48,Low,35.460431654676256,1,1,0,0
Female,0,0,0,8,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.2,161.95,0,0-12,Low,8.017326732673267,1,0,0,0
Male,0,0,0,46,1,1,Fiber optic,0,1,1,0,1,0,One year,1,Credit card (automatic),94.9,4422.95,0,25-48,High,46.12043795620438,5,1,1,1
Female,0,0,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.85,511.25,1,0-12,High,6.830327321309285,2,0,0,1
Female,0,0,0,2,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Mailed check,80.6,155.8,1,0-12,High,1.9093137254901964,3,0,0,1
Male,0,1,1,68,1,1,DSL,0,1,1,1,0,1,One year,1,Bank transfer (automatic),75.8,5293.95,1,61-72,High,68.931640625,6,1,1,1
Female,0,0,0,43,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Electronic check,104.6,4759.85,1,25-48,Very High,45.074337121212125,6,1,0,1
Female,0,0,0,68,1,1,DSL,1,1,1,1,1,1,Two year,1,Electronic check,88.15,6148.45,0,61-72,High,68.96747055524396,8,1,0,1
